board_name,board_website,board_phone,board_email,agency_affiliation,agency_url,picture_url,bio,city,name,term_end,position,party
"Technical Education, South Dakota Board of",,605-773-3134,DOEBoards@state.sd.us,Department of Education,https://bote.sd.gov/,https://boardsandcommissions.sd.gov/bcuploads/Nelson1.jpg,"Joy Nelson is a lifelong resident of South Dakota. She began her career at Farmers and Merchants Bank in Watertown in the real estate and student loan lending departments. She entered the real estate business in 1982 and is the broker-owner of Haugan Nelson Realty, Inc. in Watertown. She has been engaged in residential, commercial, and agricultural real estate for the last 38 years. Nelson is the founder and beneficiary of Joy Ranch outside of Watertown, a non-profit facility whose mission is to serve people with disabilities and medical issues, as well as veterans, through equine therapy. She was awarded the National ALDE Award in 2013 for philanthropy, the National Association of Realtors Good Neighbor Award in 2018, and is an inductee to the South Dakota Hall of Fame and the Watertown Hall of Fame.",Watertown,Joy Nelson,2024-10-31,Member,
"Technical Education, South Dakota Board of",,605-773-3134,DOEBoards@state.sd.us,Department of Education,https://bote.sd.gov/,https://boardsandcommissions.sd.gov/bcuploads/SABERS.jpg,"Terry Sabers is the retired co-president of Muth Electric. He is a 1975 graduate of Mitchell Technical College, a current member of the Build Dakota Scholarship Board, and a former member of the MTC Foundation Board. Sabers served for eight years as a member of the South Dakota Board of Education Standards, which provided state oversight to the technical colleges prior to the passage of Senate Bill 65.",Mitchell,Terry Sabers,2026-10-31,Secretary,
"Technical Education, South Dakota Board of",,605-773-3134,DOEBoards@state.sd.us,Department of Education,https://bote.sd.gov/,https://boardsandcommissions.sd.gov/bcuploads/Sandvig.jpg,"n Sandvig is the CFO at Valley Queen Cheese Factory, in Milbank, South Dakota. In addition to the South Dakota Board of Technical Education, Brian serves on the following community boards: South Dakota Chamber of Commerce and Industry, South Dakota State Historical Society, South Dakota Junior Achievement, Grant County Economic Development Corp., and The City of Milbank Parks and Recreation. He teaches Sunday School at Living Word Lutheran Church and is an Assistant Coach on the Milbank High School Football team.",Milbank,Brian Sandvig,2025-10-31,Member,
"Technical Education, South Dakota Board of",,605-773-3134,DOEBoards@state.sd.us,Department of Education,https://bote.sd.gov/,https://boardsandcommissions.sd.gov/bcuploads/Schallenkamp.jpg,"Dr. Kay Schallenkamp served 41 years in higher education prior to her retirement in 2014. She served as President of Black Hills State University (SD) from 2006-2014 and President of Emporia State University (KS) from 1997-2006. Prior to that, she served as provost and vice chancellor for academic affairs at the University of Wisconsin-Whitewater and Provost at Chadron State College (NE). She started her higher education career at Northern State University (SD) as a faculty member of communication disorders and later served as department chair and dean.",Spearfish,Kay Schallenkamp,2024-10-31,Member,
"Technical Education, South Dakota Board of",,605-773-3134,DOEBoards@state.sd.us,Department of Education,https://bote.sd.gov/,https://boardsandcommissions.sd.gov/bcuploads/VANDERWOUDE.jpg,"Diana VanderWoude is the System Vice President, Learning & Development, for Sanford Health. Prior to joining Sanford Health, VanderWoude served for 11 years as the executive director of the South Dakota Board of Nursing. VanderWoude served as chair of the Southeast Technical College Foundation board and is a member of the Build Dakota Scholarship board.",Sioux Falls,Diana VanderWoude,2026-10-31,Member,
Law Enforcement Officers Standards Commission,,,,rney General,,,"Rapid City, representative for the South Dakota Municipal League",Rapid City,Steve Allender,2025-09-03,Commissioner,
Law Enforcement Officers Standards Commission,,,,rney General,,,"Dean, University of South Dakota Knudson School of Law",Vermillion,Neil Fulton,2024-09-08,Commissioner,
Law Enforcement Officers Standards Commission,,,,rney General,,,"Chief of Police Sisseton-Wahpeton, enrolled tribal member and law enforcement officer",Sisseton-Wahpeton,Gary Gaikowski,2024-09-08,Commissioner,
Law Enforcement Officers Standards Commission,,,,rney General,,,"Clay County Sheriff, Sheriff's representative",Vermillion,Andy Howe,2025-09-03,Commissioner,
Law Enforcement Officers Standards Commission,,,,rney General,,,,Pierre,Marty Jackley,,Ex -Officio Member - Attorney General,
Law Enforcement Officers Standards Commission,,,,rney General,,,"Special Agent in Charge, FBI, of district in which South Dakota is located",Rapid City,Joan Pecora,,"Ex-Officio Member - SAC, FBI",
Law Enforcement Officers Standards Commission,,,,rney General,,,"Appointed by the Governor, civilian representative",Rapid City,Kathy Peterson,2024-06-30,Commissioner,
Law Enforcement Officers Standards Commission,,,,rney General,,,"Supervisory Special Agent and Law Enforcement Training Administrator, South Dakota Division of Criminal Investigation",Pierre,Hank Prim,,Executive Secretary,
Law Enforcement Officers Standards Commission,,,,rney General,,,"Tea Police Department Chief of Police, representative for Municipal Police Departments",Tea,Jessica Quigley,2025-09-03,Commissioner,
Law Enforcement Officers Standards Commission,,,,rney General,,,"Appointed by the Governor, civilian representative",Sioux Falls,Jay Rasmussen,2024-06-30,Commissioner,
Law Enforcement Officers Standards Commission,,,,rney General,,,"Director, South Dakota Division of Criminal Investigation",Pierre,Dan Satterlee,,Chairman,
Law Enforcement Officers Standards Commission,,,,rney General,,,,Watertown,Troy VanDusen,2025-06-14,Commissioner,
Law Enforcement Officers Standards Commission,,,,rney General,,,"Lincoln County States Attorney, member of the South Dakkota State Bar",Canton,Tom Wollman,2025-09-03,Commissioner,
Massage Therapy Board,https://doh.sd.gov/licensing-and-records/boards/massage/,605-295-8590,kateboyd@sdmassagetherapy.org,Department of Health,http://doh.sd.gov/,,,,Vacant,,Public,
Massage Therapy Board,https://doh.sd.gov/licensing-and-records/boards/massage/,605-295-8590,kateboyd@sdmassagetherapy.org,Department of Health,http://doh.sd.gov/,,,,Vacant,,Massage Therapist,
Massage Therapy Board,https://doh.sd.gov/licensing-and-records/boards/massage/,605-295-8590,kateboyd@sdmassagetherapy.org,Department of Health,http://doh.sd.gov/,,,Aberdeen,"Fallon Helm, President",2023-10-30,Massage Therapist,
Massage Therapy Board,https://doh.sd.gov/licensing-and-records/boards/massage/,605-295-8590,kateboyd@sdmassagetherapy.org,Department of Health,http://doh.sd.gov/,,,Mobridge,"Kallyn Reinert, Vice President",2022-10-30,Massage Therapist,
Massage Therapy Board,https://doh.sd.gov/licensing-and-records/boards/massage/,605-295-8590,kateboyd@sdmassagetherapy.org,Department of Health,http://doh.sd.gov/,,,Hermosa,"Alvin Trace, Secretary",2023-10-30,Massage Therapist,
Wheat Utilization Research and Marketing Development Commission,http://sdwheat.org/commission/,605-773-4645,info@sdwheat.org,Department of Ag and Natural Resources,https://danr.sd.gov/,https://boardsandcommissions.sd.gov/bcuploads/Tregg%20Cronin%20c.jpg,"Tregg Cronin, Gettysburg, was appointed to the South Dakota Wheat Commission by Governor Daugaard in April 2016. Tregg has worked in many areas of the agriculture industry including time as a commodity broker, grain buyer, elevator operations and production agriculture with his family farming operation. Tregg grew up on the farm he now works at with his family as Cronin Farms, Inc. in Gettysburg, SD.",Gettysburg,Tregg Cronin,2023-10-30,Commissioner - East River,
Wheat Utilization Research and Marketing Development Commission,http://sdwheat.org/commission/,605-773-4645,info@sdwheat.org,Department of Ag and Natural Resources,https://danr.sd.gov/,https://boardsandcommissions.sd.gov/bcuploads/Terry%20Hand.jpg,"In October 2012, Terry Hand was appointed by Governor Daugaard to serve on the South Dakota Wheat Commission. Hand, along with his two brothers Michael and David, raise spring and winter wheat, sunflowers, corn and milo near Midland, SD. In addition, the family runs a cow/calf and back grounding operation. The Hands also have an official advisor, their father James David Hand.",Midland,Terence Hand,2024-10-30,Commissioner - West River,
Wheat Utilization Research and Marketing Development Commission,http://sdwheat.org/commission/,605-773-4645,info@sdwheat.org,Department of Ag and Natural Resources,https://danr.sd.gov/,https://boardsandcommissions.sd.gov/bcuploads/Jamie%20Johnson.jpg,,Frankfort,Jamie Johnson,2026-10-30,Commissioner - At Large,
Wheat Utilization Research and Marketing Development Commission,http://sdwheat.org/commission/,605-773-4645,info@sdwheat.org,Department of Ag and Natural Resources,https://danr.sd.gov/,https://boardsandcommissions.sd.gov/bcuploads/Jorgenson%20head%20shot.png,"On October 31, 2019, Governor Noem's office announce the appointment of Bryan Jorgensen to the South Dakota Wheat Utilization Research and Marketing Development Commission. Commissioner Jorgensen will hold the at large position. Bryan Jorgensen, grew up on the family farm located near Ideal. In addition to farming, cattle and operating two hunting lodges, Bryan has served on several boards representing Tripp Water Users, SD No-till, SD Corn Utilization Council and Wheat & Barley Scab Initiative. Jorgensen believes that, “The SD Wheat Commission fills a vital role in strengthening the wheat and cereal grain industries in South Dakota. The importance of utilizing the checkoff dollars wisely to enhance cereal and grain research, promotion and market enhancement, cannot be understated.""",Ideal,Bryan Jorgensen,2025-10-30,Commissioner - West River,
Wheat Utilization Research and Marketing Development Commission,http://sdwheat.org/commission/,605-773-4645,info@sdwheat.org,Department of Ag and Natural Resources,https://danr.sd.gov/,https://boardsandcommissions.sd.gov/bcuploads/Leon%20Koeppe.jpg,"In January 2018, Governor Daugaard appointed Leon Koeppe, Claire City, SD, to the South Dakota Wheat Commission Board of Directors.",Claire City,Leon Koeppe,2023-10-30,Commissioner - East River,
Health and Educational Facilities Authority,http://www.sdhefa.com/,,Dustin.Christopherson@sdhefa.com?,Bureau of Finance and Management,http://bfm.sd.gov/,,Member,Yankton,David Fleck,2024-06-30,Hospital Construction and Architecture,Republican
Health and Educational Facilities Authority,http://www.sdhefa.com/,,Dustin.Christopherson@sdhefa.com?,Bureau of Finance and Management,http://bfm.sd.gov/,,Member,Pierre,Connie Halverson,2027-06-30,At Large,Democrat
Health and Educational Facilities Authority,http://www.sdhefa.com/,,Dustin.Christopherson@sdhefa.com?,Bureau of Finance and Management,http://bfm.sd.gov/,,Member,Sioux Falls,Bert Olson,2028-06-30,At Large,Independant
Health and Educational Facilities Authority,http://www.sdhefa.com/,,Dustin.Christopherson@sdhefa.com?,Bureau of Finance and Management,http://bfm.sd.gov/,,Vice Chairman,Sioux Falls,Donald Scott,2025-06-30,Public College,Democrat
Health and Educational Facilities Authority,http://www.sdhefa.com/,,Dustin.Christopherson@sdhefa.com?,Bureau of Finance and Management,http://bfm.sd.gov/,,Chairman,Rapid City,"James Scull, Jr",2025-06-30,Educational Construction and Architecture,Republican
Health and Educational Facilities Authority,http://www.sdhefa.com/,,Dustin.Christopherson@sdhefa.com?,Bureau of Finance and Management,http://bfm.sd.gov/,,Treasurer,Hartford,David Timpe,2023-06-30,Finance,Republican
Health and Educational Facilities Authority,http://www.sdhefa.com/,,Dustin.Christopherson@sdhefa.com?,Bureau of Finance and Management,http://bfm.sd.gov/,,Member,Hill City,Pat Wiederhold,2028-06-30,At Large,Republican
Water Management Board,https://danr.sd.gov/OfficeOfWater/WaterRights/default.aspx,605-773-3352,DANRmail@state.sd.us,Department of Ag and Natural Resources,https://danr.sd.gov/,,,Pierre,Timothy Bjork,2027-06-30,Fish and Wildlife,Republican
Water Management Board,https://danr.sd.gov/OfficeOfWater/WaterRights/default.aspx,605-773-3352,DANRmail@state.sd.us,Department of Ag and Natural Resources,https://danr.sd.gov/,,,Madison,Chad Comes,2026-06-30,Municipal,Republican
Water Management Board,https://danr.sd.gov/OfficeOfWater/WaterRights/default.aspx,605-773-3352,DANRmail@state.sd.us,Department of Ag and Natural Resources,https://danr.sd.gov/,,,Rapid City,Peggy Dixon,2024-06-30,Domestic,Democrat
Water Management Board,https://danr.sd.gov/OfficeOfWater/WaterRights/default.aspx,605-773-3352,DANRmail@state.sd.us,Department of Ag and Natural Resources,https://danr.sd.gov/,,,Huron,Rodney Freeman,2024-06-30,Industrial,Republican
Water Management Board,https://danr.sd.gov/OfficeOfWater/WaterRights/default.aspx,605-773-3352,DANRmail@state.sd.us,Department of Ag and Natural Resources,https://danr.sd.gov/,,,Wagner,Leo Holzbauer,2026-06-30,Secretary - Irrigator,Democrat
Water Management Board,https://danr.sd.gov/OfficeOfWater/WaterRights/default.aspx,605-773-3352,DANRmail@state.sd.us,Department of Ag and Natural Resources,https://danr.sd.gov/,,,Oacoma,James Hutmacher,2024-06-30,Vice Chair - Licensed Well Driller,Democrat
Water Management Board,https://danr.sd.gov/OfficeOfWater/WaterRights/default.aspx,605-773-3352,DANRmail@state.sd.us,Department of Ag and Natural Resources,https://danr.sd.gov/,,,Burbank,William Larson,2025-06-30,Chair,Republican
"Appraisal, Board of",,605-773-3104,Ryan.Brunner@state.sd.us,School and Public Lands,http://www.sdpubliclands.com/,,,Pierre,Ryan Brunner,,Commissioner of School and Public Lands,
"Appraisal, Board of",,605-773-3104,Ryan.Brunner@state.sd.us,School and Public Lands,http://www.sdpubliclands.com/,,,Pierre,Rich Sattgast,,State Auditor,
Workers' Compensation Advisory Council,http://dlr.sd.gov/workers_compensation/advisory_council.aspx,605-773-3681,Amber.Mulder@state.sd.us,Department of Labor and Regulation,http://dlr.sd.gov/,,,Sioux Falls,Scott Stern,2025-10-30,Chair,Republican
Workers' Compensation Advisory Council,http://dlr.sd.gov/workers_compensation/advisory_council.aspx,605-773-3681,Amber.Mulder@state.sd.us,Department of Labor and Regulation,http://dlr.sd.gov/,,,Pierre,Jason Dodson,2024-10-30,Employer - Private,Republican
Workers' Compensation Advisory Council,http://dlr.sd.gov/workers_compensation/advisory_council.aspx,605-773-3681,Amber.Mulder@state.sd.us,Department of Labor and Regulation,http://dlr.sd.gov/,,,Pierre,Marcia Hultman,,"Cabinet Secretary, SDDLR (non-voting member)",Republican
Workers' Compensation Advisory Council,http://dlr.sd.gov/workers_compensation/advisory_council.aspx,605-773-3681,Amber.Mulder@state.sd.us,Department of Labor and Regulation,http://dlr.sd.gov/,,,Brookings,Jeff Kjenstad,2026-10-30,Employer - Private,Democrat
Workers' Compensation Advisory Council,http://dlr.sd.gov/workers_compensation/advisory_council.aspx,605-773-3681,Amber.Mulder@state.sd.us,Department of Labor and Regulation,http://dlr.sd.gov/,,,Pierre,Kate Lukkes,2024-10-30,Employee - Private,Republican
Workers' Compensation Advisory Council,http://dlr.sd.gov/workers_compensation/advisory_council.aspx,605-773-3681,Amber.Mulder@state.sd.us,Department of Labor and Regulation,http://dlr.sd.gov/,,,Belle Fourche,Susan Peterson,2025-10-30,Employer - Private,
