board_name,agency_affiliation,name,position,city,term_end,party,picture_url,bio,board_website,board_phone,board_email,agency_website
Educational Enhancement Funding Corporation,Bureau of Finance and Management,Ken Karels,Member/Republican Party,Sioux Falls,2030-01-01,,,"Ken Karels, appointed October 2005, resident of Sioux Falls",http://www.sdeefc.com/,,Dustin.Christopherson@sdhefa.com?,https://bfm.sd.gov/
Educational Enhancement Funding Corporation,Bureau of Finance and Management,Steve Zelmer,Member/Republican Party,Rapid City,2026-01-17,,,Steve Zellmer; Appointed January 2014; resident of Rapid City,http://www.sdeefc.com/,,Dustin.Christopherson@sdhefa.com?,https://bfm.sd.gov/
Educational Enhancement Funding Corporation,Bureau of Finance and Management,Tina Van Camp,Member/Republican Party,Pierre,2028-01-17,,,"Tina Van Camp, Secretary; appointed April, 2016; resident of Fort Pierre",http://www.sdeefc.com/,,Dustin.Christopherson@sdhefa.com?,https://bfm.sd.gov/
Educational Enhancement Funding Corporation,Bureau of Finance and Management,Tom Graham,Chairman/Republican Party,Sioux Falls,2028-01-17,,,Thomas W. Graham; appointed January 1988; resident of Sioux Falls,http://www.sdeefc.com/,,Dustin.Christopherson@sdhefa.com?,https://bfm.sd.gov/
Educational Telecommunications,Bureau of Information and Telecommunications,Dave Landry,Board Member,Sioux Falls,2026-06-30,Republican,,,,,,http://bit.sd.gov
Educational Telecommunications,Bureau of Information and Telecommunications,Doyle Estes,Board Member,Hill City,2025-06-30,Independant,,,,,,http://bit.sd.gov
Educational Telecommunications,Bureau of Information and Telecommunications,Erika Tordsen,Board Member,Sioux Falls,,,,,,,,http://bit.sd.gov
Educational Telecommunications,Bureau of Information and Telecommunications,Jeff Clines,BIT Commissioner,Pierre,,Republican,,,,,,http://bit.sd.gov
Educational Telecommunications,Bureau of Information and Telecommunications,Jerry Oster,Board Member,Yankton,2026-06-30,Independant,,,,,,http://bit.sd.gov
Educational Telecommunications,Bureau of Information and Telecommunications,Julie Ashworth,Board Member,Sioux Falls,2025-06-30,Democrat,,,,,,http://bit.sd.gov
Educational Telecommunications,Bureau of Information and Telecommunications,Julie Overgaard,SDPB Executive Director,Sioux Falls,,Independant,,,,,,http://bit.sd.gov
Educational Telecommunications,Bureau of Information and Telecommunications,Kay Jorgensen,Board Chair,Spearfish,2024-06-30,Republican,,,,,,http://bit.sd.gov
Educational Telecommunications,Bureau of Information and Telecommunications,Shuree Mortensen,"Board of Regents, Communications Director",Ft. Pierre,,Republican,,,,,,http://bit.sd.gov
Elections Board (Secretary of State Board),Secretary of State,Austin Hoffman,,Eureka,2029-01-31,,,,https://sdsos.gov/about-the-office/board-of-elections/default.aspx,605-773-5003,Kea.Warne@state.sd.us,http://sdsos.gov/
Elections Board (Secretary of State Board),Secretary of State,Jamalia Franzen,Dewey County Auditor,Timber Lake,2029-01-31,,,,https://sdsos.gov/about-the-office/board-of-elections/default.aspx,605-773-5003,Kea.Warne@state.sd.us,http://sdsos.gov/
Elections Board (Secretary of State Board),Secretary of State,Kent Alberty,,Sioux Falls,2028-01-31,,,,https://sdsos.gov/about-the-office/board-of-elections/default.aspx,605-773-5003,Kea.Warne@state.sd.us,http://sdsos.gov/
Elections Board (Secretary of State Board),Secretary of State,Lindley Howard,McPherson County Auditor,Leola,2027-01-31,,,,https://sdsos.gov/about-the-office/board-of-elections/default.aspx,605-773-5003,Kea.Warne@state.sd.us,http://sdsos.gov/
Elections Board (Secretary of State Board),Secretary of State,Michael Buckingham,,Rapid City,2026-01-31,,,,https://sdsos.gov/about-the-office/board-of-elections/default.aspx,605-773-5003,Kea.Warne@state.sd.us,http://sdsos.gov/
Elections Board (Secretary of State Board),Secretary of State,Monae L. Johnson,"Secretary of State, Chair",Pierre,2027-01-05,,,,https://sdsos.gov/about-the-office/board-of-elections/default.aspx,605-773-5003,Kea.Warne@state.sd.us,http://sdsos.gov/
Elections Board (Secretary of State Board),Secretary of State,Scott McGregor,Senate Democratic Leader,Rapid City,2027-01-31,,,,https://sdsos.gov/about-the-office/board-of-elections/default.aspx,605-773-5003,Kea.Warne@state.sd.us,http://sdsos.gov/
"Electrical Commission, State of South Dakota",Department of Labor and Regulation,Carl Odde,Lay Member,Brookings,2027-04-14,Republican,,,http://dlr.sd.gov/electrical,605-773-5087 ,electrical@state.sd.us,http://dlr.sd.gov/
"Electrical Commission, State of South Dakota",Department of Labor and Regulation,Dave Eide,Electrical Utility,Watertown,2027-04-14,Republican,,,http://dlr.sd.gov/electrical,605-773-5087 ,electrical@state.sd.us,http://dlr.sd.gov/
"Electrical Commission, State of South Dakota",Department of Labor and Regulation,Doug Fuerst,Education,Mitchell,2026-04-14,Republican,,,http://dlr.sd.gov/electrical,605-773-5087 ,electrical@state.sd.us,http://dlr.sd.gov/
"Electrical Commission, State of South Dakota",Department of Labor and Regulation,Rick Cronin,Fire Safety Expertise,Fort Pierre,2025-04-14,Republican,,,http://dlr.sd.gov/electrical,605-773-5087 ,electrical@state.sd.us,http://dlr.sd.gov/
"Electrical Commission, State of South Dakota",Department of Labor and Regulation,Robert Jarding,Electrical Contractor,Sioux Falls,2025-04-15,Republican,,,http://dlr.sd.gov/electrical,605-773-5087 ,electrical@state.sd.us,http://dlr.sd.gov/
"Electrical Commission, State of South Dakota",Department of Labor and Regulation,Stephen Burgess,Lay Member,Rapid City,2027-04-14,Republican,,,http://dlr.sd.gov/electrical,605-773-5087 ,electrical@state.sd.us,http://dlr.sd.gov/
"Electrical Commission, State of South Dakota",Department of Labor and Regulation,Tor Sorlien,Electrical Contractor,Viborg,2026-04-14,Democrat,,,http://dlr.sd.gov/electrical,605-773-5087 ,electrical@state.sd.us,http://dlr.sd.gov/
Ellsworth Development Authority,Governor's Office of Economic Development,David Emery,Member,Rapid City,2019-01-19,Republican,,,http://www.ellsworthauthority.org/,605-209-2538,Scott.Landguth@ellsworthauthority.org,http://www.sdreadytowork.com/home.aspx
Ellsworth Development Authority,Governor's Office of Economic Development,Michael Bender,Member,Sioux Falls,2020-01-18,Republican,,,http://www.ellsworthauthority.org/,605-209-2538,Scott.Landguth@ellsworthauthority.org,http://www.sdreadytowork.com/home.aspx
Ellsworth Development Authority,Governor's Office of Economic Development,Patrick Burchill,Chairman,Rapid City,2019-01-19,Republican,,,http://www.ellsworthauthority.org/,605-209-2538,Scott.Landguth@ellsworthauthority.org,http://www.sdreadytowork.com/home.aspx
Ellsworth Development Authority,Governor's Office of Economic Development,Quentin Riggins,Member,Rapid City,2020-01-18,Republican,,,http://www.ellsworthauthority.org/,605-209-2538,Scott.Landguth@ellsworthauthority.org,http://www.sdreadytowork.com/home.aspx
Ellsworth Development Authority,Governor's Office of Economic Development,Stanley Porch,Member,Wanblee,2018-01-15,Republican,,,http://www.ellsworthauthority.org/,605-209-2538,Scott.Landguth@ellsworthauthority.org,http://www.sdreadytowork.com/home.aspx
Ellsworth Development Authority,Governor's Office of Economic Development,Steve Kalkman,Member,Rapid City,2020-01-18,Republican,,,http://www.ellsworthauthority.org/,605-209-2538,Scott.Landguth@ellsworthauthority.org,http://www.sdreadytowork.com/home.aspx
Ellsworth Development Authority,Governor's Office of Economic Development,Tom Johnson,Member,Rapid City,2024-01-20,Independant,,,http://www.ellsworthauthority.org/,605-209-2538,Scott.Landguth@ellsworthauthority.org,http://www.sdreadytowork.com/home.aspx
Emergency Response Commission,Department of Ag and Natural Resources,Andrew Canham,Agriculture,Miller,,,,,https://danr.sd.gov/Agriculture/inspection/default.aspx,605-773-3296,DANRmail@state.sd.us,https://danr.sd.gov/
Emergency Response Commission,Department of Ag and Natural Resources,Becky Pitz,Chemical Industry,Mitchell,,,,,https://danr.sd.gov/Agriculture/inspection/default.aspx,605-773-3296,DANRmail@state.sd.us,https://danr.sd.gov/
Emergency Response Commission,Department of Ag and Natural Resources,David Ackerman,Elected/App'td Member of Political Subdivision,Leola,,,,,https://danr.sd.gov/Agriculture/inspection/default.aspx,605-773-3296,DANRmail@state.sd.us,https://danr.sd.gov/
Emergency Response Commission,Department of Ag and Natural Resources,Dustin Willett,Vice Chair - Local Emergency Planning Committee,Rapid City,,,,,https://danr.sd.gov/Agriculture/inspection/default.aspx,605-773-3296,DANRmail@state.sd.us,https://danr.sd.gov/
Emergency Response Commission,Department of Ag and Natural Resources,Jason Humphrey,Dept. of Transportation,Pierre,,,,,https://danr.sd.gov/Agriculture/inspection/default.aspx,605-773-3296,DANRmail@state.sd.us,https://danr.sd.gov/
Emergency Response Commission,Department of Ag and Natural Resources,Kaitlin Sherer,Chair - Health Professional,Sioux Falls,,,,,https://danr.sd.gov/Agriculture/inspection/default.aspx,605-773-3296,DANRmail@state.sd.us,https://danr.sd.gov/
Emergency Response Commission,Department of Ag and Natural Resources,Paul Merriman,Department of Public Safety Designee,Pierre,,,,,https://danr.sd.gov/Agriculture/inspection/default.aspx,605-773-3296,DANRmail@state.sd.us,https://danr.sd.gov/
Emergency Response Commission,Department of Ag and Natural Resources,Sean Kruger,Fire Department,Pierre,,,,,https://danr.sd.gov/Agriculture/inspection/default.aspx,605-773-3296,DANRmail@state.sd.us,https://danr.sd.gov/
Emergency Response Commission,Department of Ag and Natural Resources,Tina Titze,Office of Emergency Management,Fort Pierre,,,,,https://danr.sd.gov/Agriculture/inspection/default.aspx,605-773-3296,DANRmail@state.sd.us,https://danr.sd.gov/
Emergency Response Commission,Department of Ag and Natural Resources,Trish Kindt,Dept. of Agriculture and Natural Resources Designee,Pierre,,,,,https://danr.sd.gov/Agriculture/inspection/default.aspx,605-773-3296,DANRmail@state.sd.us,https://danr.sd.gov/
"Equal Access to Our Courts, Commission on",Unified Judicial System,Lynn Hammerstrom,Governor's Appointee,Belle Fourche,2023-06-30,,,,,605-773-2374,Sadie.Stevens@ujs.state.sd.us,http://ujs.sd.gov/
"Equal Access to Our Courts, Commission on",Unified Judicial System,Margo Northrup,Judge,Pierre,2024-03-16,,,,,605-773-2374,Sadie.Stevens@ujs.state.sd.us,http://ujs.sd.gov/
"Equal Access to Our Courts, Commission on",Unified Judicial System,Margo Tschetter Julius,Attorney,Rapid City,2025-06-30,,,,,605-773-2374,Sadie.Stevens@ujs.state.sd.us,http://ujs.sd.gov/
"Equal Access to Our Courts, Commission on",Unified Judicial System,Marya Tellinghuisen,UJS State Administrator,Pierre,2026-01-01,,,,,605-773-2374,Sadie.Stevens@ujs.state.sd.us,http://ujs.sd.gov/
"Equal Access to Our Courts, Commission on",Unified Judicial System,Michelle Glodt,Governor's Appointee,Pierre,2022-06-30,,,,,605-773-2374,Sadie.Stevens@ujs.state.sd.us,http://ujs.sd.gov/
"Equal Access to Our Courts, Commission on",Unified Judicial System,Sarah Wachal,Governor's Appointee,Sioux Falls,2024-07-26,,,,,605-773-2374,Sadie.Stevens@ujs.state.sd.us,http://ujs.sd.gov/
"Equal Access to Our Courts, Commission on",Unified Judicial System,Tom Welk,Attorney,Sioux Falls,2025-06-30,,,,,605-773-2374,Sadie.Stevens@ujs.state.sd.us,http://ujs.sd.gov/
"Extraordinary Cost Oversight, Board of",Department of Education,Alan Neville,Alternate,Waubay,2026-06-30,,,,,605-773-3134,DOEBoards@state.sd.us,
"Extraordinary Cost Oversight, Board of",Department of Education,Amy Bessette,Alternate,Wall,2026-06-30,,,,,605-773-3134,DOEBoards@state.sd.us,
"Extraordinary Cost Oversight, Board of",Department of Education,Caleb Case,,Belle Fourche,2026-06-30,,,,,605-773-3134,DOEBoards@state.sd.us,
"Extraordinary Cost Oversight, Board of",Department of Education,Fallon Woods,,Scotland,2025-06-30,,,,,605-773-3134,DOEBoards@state.sd.us,
"Extraordinary Cost Oversight, Board of",Department of Education,Kelly Christopherson,Alternate,,2026-06-30,,,,,605-773-3134,DOEBoards@state.sd.us,
"Extraordinary Cost Oversight, Board of",Department of Education,Kristi Curd,,Lake Preston,2026-06-30,,,,,605-773-3134,DOEBoards@state.sd.us,
"Extraordinary Cost Oversight, Board of",Department of Education,Linda Turner,DOE,,,,,,,605-773-3134,DOEBoards@state.sd.us,
"Extraordinary Cost Oversight, Board of",Department of Education,Rep. Mellissa Heermann,Legislature Appointment,,,,,,,605-773-3134,DOEBoards@state.sd.us,
"Extraordinary Cost Oversight, Board of",Department of Education,Tim Graf,,Harrisburg,2026-06-30,,,,,605-773-3134,DOEBoards@state.sd.us,
"Extraordinary Cost Oversight, Board of",Department of Education,Trent Osborne,,Ipswich,2025-06-30,,,,,605-773-3134,DOEBoards@state.sd.us,
Family Support Council,Department of Human Services,Brittany Norin,Self-Advocate,Brandon,2027-06-30,,,,https://dhs.sd.gov/dd/family/fscouncil.aspx,605-773-3438,infodd@state.sd.us,http://dhs.sd.gov/
Family Support Council,Department of Human Services,Carolee Little,Family Member,Castlewood,2027-06-30,,,,https://dhs.sd.gov/dd/family/fscouncil.aspx,605-773-3438,infodd@state.sd.us,http://dhs.sd.gov/
Family Support Council,Department of Human Services,Haley Coss,Family Member,Saint Lawrence,2026-06-30,,,,https://dhs.sd.gov/dd/family/fscouncil.aspx,605-773-3438,infodd@state.sd.us,http://dhs.sd.gov/
Family Support Council,Department of Human Services,Janet Whiting,Family Member and Native American,Porcupine,2027-06-30,,,,https://dhs.sd.gov/dd/family/fscouncil.aspx,605-773-3438,infodd@state.sd.us,http://dhs.sd.gov/
Family Support Council,Department of Human Services,Jennifer Walker,Family Member,Salem,2027-06-30,,,,https://dhs.sd.gov/dd/family/fscouncil.aspx,605-773-3438,infodd@state.sd.us,http://dhs.sd.gov/
Family Support Council,Department of Human Services,Joshua Jones,Family Member,Rapid City,2026-06-30,,,,https://dhs.sd.gov/dd/family/fscouncil.aspx,605-773-3438,infodd@state.sd.us,http://dhs.sd.gov/
Family Support Council,Department of Human Services,Julie Flowers,Family Member,Mitchell,2026-06-30,,,,https://dhs.sd.gov/dd/family/fscouncil.aspx,605-773-3438,infodd@state.sd.us,http://dhs.sd.gov/
Family Support Council,Department of Human Services,Krista Johnson,Family Member,Yankton,2026-06-30,,,,https://dhs.sd.gov/dd/family/fscouncil.aspx,605-773-3438,infodd@state.sd.us,http://dhs.sd.gov/
Family Support Council,Department of Human Services,Lindsey Hansen,Family Member,Centerville,2027-06-30,,,,https://dhs.sd.gov/dd/family/fscouncil.aspx,605-773-3438,infodd@state.sd.us,http://dhs.sd.gov/
Family Support Council,Department of Human Services,Melissa Rickett,Family Member,Tea,2026-06-30,,,,https://dhs.sd.gov/dd/family/fscouncil.aspx,605-773-3438,infodd@state.sd.us,http://dhs.sd.gov/
Family Support Council,Department of Human Services,Peggy Waltner,Family Member,Freeman,2025-06-30,,,,https://dhs.sd.gov/dd/family/fscouncil.aspx,605-773-3438,infodd@state.sd.us,http://dhs.sd.gov/
Family Support Council,Department of Human Services,Ruth Conway,Family Member,Rapid City,2026-06-30,,,,https://dhs.sd.gov/dd/family/fscouncil.aspx,605-773-3438,infodd@state.sd.us,http://dhs.sd.gov/
Family Support Council,Department of Human Services,Tina Two-Crow-Slow Bear,Family Member and Native American,Kyle,2026-06-30,,,,https://dhs.sd.gov/dd/family/fscouncil.aspx,605-773-3438,infodd@state.sd.us,http://dhs.sd.gov/
Family Support Council,Department of Human Services,Toni Feist,Self-Advocate,Whitewood,2026-06-30,,,,https://dhs.sd.gov/dd/family/fscouncil.aspx,605-773-3438,infodd@state.sd.us,http://dhs.sd.gov/
Family Support Council,Department of Human Services,Vacant,,,2026-06-30,,,,https://dhs.sd.gov/dd/family/fscouncil.aspx,605-773-3438,infodd@state.sd.us,http://dhs.sd.gov/
"Finance, Board of",Secretary of State,Brock Greenfield,Commissioner of School and Public Lands,Pierre,,,,,https://sdsos.gov/about-the-office/board-of-finance/default.aspx,605-773-3537,BOF@state.sd.us,https://sdsos.gov/
"Finance, Board of",Secretary of State,Darin Seeley,Commissioner of BHRA,Pierre,,,,,https://sdsos.gov/about-the-office/board-of-finance/default.aspx,605-773-3537,BOF@state.sd.us,https://sdsos.gov/
"Finance, Board of",Secretary of State,James Terwilliger,SD Chief of Finance/Commissioner of Finance and Management,Pierre,,,,,https://sdsos.gov/about-the-office/board-of-finance/default.aspx,605-773-3537,BOF@state.sd.us,https://sdsos.gov/
"Finance, Board of",Secretary of State,Josh Haeder,State Treasurer,Pierre,,,,,https://sdsos.gov/about-the-office/board-of-finance/default.aspx,605-773-3537,BOF@state.sd.us,https://sdsos.gov/
"Finance, Board of",Secretary of State,Kristi Noem,Governor,Pierre,,,,,https://sdsos.gov/about-the-office/board-of-finance/default.aspx,605-773-3537,BOF@state.sd.us,https://sdsos.gov/
"Finance, Board of",Secretary of State,Marty Jackley,Attorney General,Pierre,,,,,https://sdsos.gov/about-the-office/board-of-finance/default.aspx,605-773-3537,BOF@state.sd.us,https://sdsos.gov/
